ID,Indicator,Country,"Country Code",Year,"Country Score","Country Color","Country Cateory","Created By","Created At"
659,"Overall Score","No Country",HUN,2023,2.073780508,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
660,"Overall Score","No Country",HUN,2023,3.139283613,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
661,"Overall Score","No Country",HUN,2023,3.237326764,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
662,"Overall Score","No Country",IDN,2023,3.502424676,#fdae61,High,Admin,"2024-11-20 10:04:19"
663,"Overall Score","No Country",IDN,2023,3.629899406,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
664,"Overall Score","No Country",IDN,2023,3.548047132,#fdae61,High,Admin,"2024-11-20 10:04:19"
665,"Overall Score","No Country",IDN,2023,4.838000210,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
666,"Overall Score","No Country",IDN,2023,4.482567144,#fdae61,High,Admin,"2024-11-20 10:04:19"
667,"Overall Score","No Country",IND,2023,3.924017337,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
668,"Overall Score","No Country",IND,2023,4.058322218,#fdae61,High,Admin,"2024-11-20 10:04:19"
669,"Overall Score","No Country",IND,2023,3.351743104,#fdae61,High,Admin,"2024-11-20 10:04:19"
670,"Overall Score","No Country",IND,2023,4.985714270,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
671,"Overall Score","No Country",IND,2023,4.710540599,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
672,"Overall Score","No Country",IRL,2023,1.149193424,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
673,"Overall Score","No Country",IRL,2023,1.741120283,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
674,"Overall Score","No Country",IRL,2023,1.246210630,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
675,"Overall Score","No Country",IRL,2023,2.383135884,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
676,"Overall Score","No Country",IRL,2023,1.743810953,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
677,"Overall Score","No Country",IRN,2023,3.665349813,#fdae61,High,Admin,"2024-11-20 10:04:19"
678,"Overall Score","No Country",IRN,2023,3.861391453,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
679,"Overall Score","No Country",IRN,2023,3.303444879,#fdae61,High,Admin,"2024-11-20 10:04:19"
680,"Overall Score","No Country",IRN,2023,4.174999068,#fdae61,High,Admin,"2024-11-20 10:04:19"
681,"Overall Score","No Country",IRN,2023,3.408369525,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
682,"Overall Score","No Country",IRQ,2023,4.473698950,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
683,"Overall Score","No Country",IRQ,2023,3.909605677,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
684,"Overall Score","No Country",IRQ,2023,3.922630142,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
685,"Overall Score","No Country",IRQ,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
686,"Overall Score","No Country",IRQ,2023,3.305537506,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
687,"Overall Score","No Country",ISL,2023,1.248340120,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
688,"Overall Score","No Country",ISL,2023,1.741120283,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
689,"Overall Score","No Country",ISL,2023,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
690,"Overall Score","No Country",ISL,2023,2.433203249,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
691,"Overall Score","No Country",ISL,2023,3.703675919,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
692,"Overall Score","No Country",ISR,2023,3.644287488,#fdae61,High,Admin,"2024-11-20 10:04:19"
693,"Overall Score","No Country",ISR,2023,3.240029462,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
694,"Overall Score","No Country",ISR,2023,2.392138996,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
695,"Overall Score","No Country",ISR,2023,4.166963345,#fdae61,High,Admin,"2024-11-20 10:04:19"
696,"Overall Score","No Country",ISR,2023,2.439877402,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
697,"Overall Score","No Country",ITA,2023,1.989727609,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
698,"Overall Score","No Country",ITA,2023,1.741120283,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
699,"Overall Score","No Country",ITA,2023,1.724146519,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
700,"Overall Score","No Country",ITA,2023,3.558103407,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
701,"Overall Score","No Country",ITA,2023,2.782029458,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
702,"Overall Score","No Country",JAM,2023,3.118127256,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
703,"Overall Score","No Country",JAM,2023,2.943593277,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
704,"Overall Score","No Country",JAM,2023,2.384714470,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
705,"Overall Score","No Country",JAM,2023,4.389285024,#fdae61,High,Admin,"2024-11-20 10:04:19"
706,"Overall Score","No Country",JAM,2023,3.539153783,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
707,"Overall Score","No Country",JOR,2023,2.641912027,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
708,"Overall Score","No Country",JOR,2023,3.752625791,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
709,"Overall Score","No Country",JOR,2023,3.158660534,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
710,"Overall Score","No Country",JOR,2023,4.028570331,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
711,"Overall Score","No Country",JOR,2023,1.854637024,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
712,"Overall Score","No Country",JPN,2023,1.309436020,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
713,"Overall Score","No Country",JPN,2023,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
714,"Overall Score","No Country",JPN,2023,1.669675824,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
715,"Overall Score","No Country",JPN,2023,3.182817447,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
716,"Overall Score","No Country",JPN,2023,2.897653014,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
717,"Overall Score","No Country",KAZ,2023,3.045630840,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
718,"Overall Score","No Country",KAZ,2023,2.929750922,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
719,"Overall Score","No Country",KAZ,2023,2.359558507,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
720,"Overall Score","No Country",KAZ,2023,4.089811632,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
721,"Overall Score","No Country",KAZ,2023,2.833190865,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
722,"Overall Score","No Country",KEN,2023,3.579229170,#fdae61,High,Admin,"2024-11-20 10:04:19"
723,"Overall Score","No Country",KEN,2023,4.060808496,#fdae61,High,Admin,"2024-11-20 10:04:19"
724,"Overall Score","No Country",KEN,2023,3.706865177,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
725,"Overall Score","No Country",KEN,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
726,"Overall Score","No Country",KEN,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
727,"Overall Score","No Country",KGZ,2023,3.318451151,#fdae61,High,Admin,"2024-11-20 10:04:19"
728,"Overall Score","No Country",KGZ,2023,3.930723251,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
729,"Overall Score","No Country",KGZ,2023,3.081612242,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
730,"Overall Score","No Country",KGZ,2023,3.500176485,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
731,"Overall Score","No Country",KGZ,2023,4.767441860,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
732,"Overall Score","No Country",KHM,2023,2.614220561,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
733,"Overall Score","No Country",KHM,2023,4.206877327,#fdae61,High,Admin,"2024-11-20 10:04:19"
734,"Overall Score","No Country",KHM,2023,3.570197985,#fdae61,High,Admin,"2024-11-20 10:04:19"
735,"Overall Score","No Country",KHM,2023,3.780194497,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
736,"Overall Score","No Country",KHM,2023,4.482567144,#fdae61,High,Admin,"2024-11-20 10:04:19"
737,"Overall Score","No Country",KOR,2023,1.571593548,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
738,"Overall Score","No Country",KOR,2023,1.276808683,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
739,"Overall Score","No Country",KOR,2023,1.954338170,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
740,"Overall Score","No Country",KOR,2023,4.124999012,#fdae61,High,Admin,"2024-11-20 10:04:19"
741,"Overall Score","No Country",KOR,2023,2.511502074,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
742,"Overall Score","No Country",KWT,2023,1.984607002,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
743,"Overall Score","No Country",KWT,2023,2.338170914,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
744,"Overall Score","No Country",KWT,2023,2.171453625,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
745,"Overall Score","No Country",KWT,2023,3.612563909,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
746,"Overall Score","No Country",KWT,2023,2.127156789,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
747,"Overall Score","No Country",LAO,2023,2.977917379,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
748,"Overall Score","No Country",LAO,2023,4.265926429,#fdae61,High,Admin,"2024-11-20 10:04:19"
749,"Overall Score","No Country",LAO,2023,3.313937803,#fdae61,High,Admin,"2024-11-20 10:04:19"
750,"Overall Score","No Country",LAO,2023,3.780194497,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
751,"Overall Score","No Country",LAO,2023,4.535507383,#fdae61,High,Admin,"2024-11-20 10:04:19"
752,"Overall Score","No Country",LBN,2023,4.360514111,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
753,"Overall Score","No Country",LBN,2023,3.289185915,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
754,"Overall Score","No Country",LBN,2023,3.573601502,#fdae61,High,Admin,"2024-11-20 10:04:19"
755,"Overall Score","No Country",LBN,2023,4.499999435,#fdae61,High,Admin,"2024-11-20 10:04:19"
756,"Overall Score","No Country",LBN,2023,2.951930658,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
757,"Overall Score","No Country",LBR,2023,2.924460312,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
758,"Overall Score","No Country",LBR,2023,4.411373690,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
759,"Overall Score","No Country",LBR,2023,3.732418911,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
760,"Overall Score","No Country",LBR,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
761,"Overall Score","No Country",LBR,2023,2.610387703,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
762,"Overall Score","No Country",LBY,2023,3.729295884,#fdae61,High,Admin,"2024-11-20 10:04:19"
763,"Overall Score","No Country",LBY,2023,4.254738178,#fdae61,High,Admin,"2024-11-20 10:04:19"
764,"Overall Score","No Country",LBY,2023,2.775166526,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
765,"Overall Score","No Country",LBY,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
766,"Overall Score","No Country",LBY,2023,3.064633478,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
767,"Overall Score","No Country",LKA,2023,2.558264666,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
768,"Overall Score","No Country",LKA,2023,3.488803131,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
769,"Overall Score","No Country",LKA,2023,3.416790592,#fdae61,High,Admin,"2024-11-20 10:04:19"
770,"Overall Score","No Country",LKA,2023,3.947482380,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
771,"Overall Score","No Country",LKA,2023,4.163515205,#fdae61,High,Admin,"2024-11-20 10:04:19"
772,"Overall Score","No Country",LSO,2023,2.709275790,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
773,"Overall Score","No Country",LSO,2023,4.224281273,#fdae61,High,Admin,"2024-11-20 10:04:19"
774,"Overall Score","No Country",LSO,2023,2.806008822,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
775,"Overall Score","No Country",LSO,2023,4.006305388,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
776,"Overall Score","No Country",LSO,2023,4.163515205,#fdae61,High,Admin,"2024-11-20 10:04:19"
777,"Overall Score","No Country",LTU,2023,1.622716111,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
778,"Overall Score","No Country",LTU,2023,2.342989728,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
779,"Overall Score","No Country",LTU,2023,1.566562903,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
780,"Overall Score","No Country",LTU,2023,2.913140500,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
781,"Overall Score","No Country",LTU,2023,1.373560474,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
782,"Overall Score","No Country",LVA,2023,1.526420201,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
783,"Overall Score","No Country",LVA,2023,1.565773022,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
784,"Overall Score","No Country",LVA,2023,2.017945934,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
785,"Overall Score","No Country",LVA,2023,2.544924253,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
786,"Overall Score","No Country",LVA,2023,1.105652238,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
787,"Overall Score","No Country",MAR,2023,2.561119246,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
788,"Overall Score","No Country",MAR,2023,3.471202593,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
789,"Overall Score","No Country",MAR,2023,3.181124862,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
790,"Overall Score","No Country",MAR,2023,4.324999238,#fdae61,High,Admin,"2024-11-20 10:04:19"
791,"Overall Score","No Country",MAR,2023,3.736309077,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
792,"Overall Score","No Country",MDA,2023,2.565247777,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
793,"Overall Score","No Country",MDA,2023,2.848493145,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
794,"Overall Score","No Country",MDA,2023,2.474973043,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
795,"Overall Score","No Country",MDA,2023,3.547062524,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
796,"Overall Score","No Country",MDA,2023,3.883226789,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
797,"Overall Score","No Country",MDG,2023,3.915564550,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
798,"Overall Score","No Country",MDG,2023,4.495285572,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
799,"Overall Score","No Country",MDG,2023,3.622951025,#fdae61,High,Admin,"2024-11-20 10:04:19"
800,"Overall Score","No Country",MDG,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
801,"Overall Score","No Country",MDG,2023,4.826851199,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
802,"Overall Score","No Country",MEX,2023,3.929591986,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
803,"Overall Score","No Country",MEX,2023,3.622440572,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
804,"Overall Score","No Country",MEX,2023,2.869495730,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
805,"Overall Score","No Country",MEX,2023,4.274250895,#fdae61,High,Admin,"2024-11-20 10:04:19"
806,"Overall Score","No Country",MEX,2023,3.787709817,#fee98b,Medium,Admin,"2024-11-20 10:04:19"
807,"Overall Score","No Country",MKD,2023,2.196994506,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
808,"Overall Score","No Country",MKD,2023,3.561066624,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
809,"Overall Score","No Country",MKD,2023,2.354752565,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
810,"Overall Score","No Country",MKD,2023,2.910993881,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
811,"Overall Score","No Country",MKD,2023,3.328838192,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
812,"Overall Score","No Country",MLI,2023,4.686363392,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
813,"Overall Score","No Country",MLI,2023,4.606546511,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
814,"Overall Score","No Country",MLI,2023,4.270780749,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
815,"Overall Score","No Country",MLI,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
816,"Overall Score","No Country",MLI,2023,4.472874201,#fdae61,High,Admin,"2024-11-20 10:04:19"
817,"Overall Score","No Country",MMR,2023,4.576417600,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
818,"Overall Score","No Country",MMR,2023,4.413238399,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
819,"Overall Score","No Country",MMR,2023,3.722547484,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
820,"Overall Score","No Country",MMR,2023,4.957142809,#d73027,"Very High",Admin,"2024-11-20 10:04:19"
821,"Overall Score","No Country",MMR,2023,4.559411344,#fdae61,High,Admin,"2024-11-20 10:04:19"
822,"Overall Score","No Country",MNE,2023,2.188849610,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
823,"Overall Score","No Country",MNE,2023,3.281981922,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
824,"Overall Score","No Country",MNE,2023,2.267785470,#a6d96a,Low,Admin,"2024-11-20 10:04:19"
825,"Overall Score","No Country",MNE,2023,2.910993881,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
826,"Overall Score","No Country",MNE,2023,2.549733568,#1a9850,"Very Low",Admin,"2024-11-20 10:04:19"
827,"Overall Score","No Country",MNG,2023,2.273349285,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
828,"Overall Score","No Country",MNG,2023,3.513220691,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
829,"Overall Score","No Country",MNG,2023,2.358426574,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
830,"Overall Score","No Country",MNG,2023,4.600501763,#fdae61,High,Admin,"2024-11-20 10:04:20"
831,"Overall Score","No Country",MNG,2023,4.450862716,#fdae61,High,Admin,"2024-11-20 10:04:20"
832,"Overall Score","No Country",MOZ,2023,4.377833285,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
833,"Overall Score","No Country",MOZ,2023,4.301977460,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
834,"Overall Score","No Country",MOZ,2023,3.667163391,#fdae61,High,Admin,"2024-11-20 10:04:20"
835,"Overall Score","No Country",MOZ,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
836,"Overall Score","No Country",MOZ,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
837,"Overall Score","No Country",MRT,2023,3.144971232,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
838,"Overall Score","No Country",MRT,2023,4.671189738,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
839,"Overall Score","No Country",MRT,2023,4.122022334,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
840,"Overall Score","No Country",MRT,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
841,"Overall Score","No Country",MRT,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
842,"Overall Score","No Country",MUS,2023,1.792020884,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
843,"Overall Score","No Country",MUS,2023,2.371637455,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
844,"Overall Score","No Country",MUS,2023,2.423654830,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
845,"Overall Score","No Country",MUS,2023,4.006305388,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
846,"Overall Score","No Country",MUS,2023,4.116545709,#fdae61,High,Admin,"2024-11-20 10:04:20"
847,"Overall Score","No Country",MWI,2023,3.046949700,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
848,"Overall Score","No Country",MWI,2023,4.189473381,#fdae61,High,Admin,"2024-11-20 10:04:20"
849,"Overall Score","No Country",MWI,2023,3.509878552,#fdae61,High,Admin,"2024-11-20 10:04:20"
850,"Overall Score","No Country",MWI,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
851,"Overall Score","No Country",MWI,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
852,"Overall Score","No Country",MYS,2023,1.902556193,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
853,"Overall Score","No Country",MYS,2023,2.599753459,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
854,"Overall Score","No Country",MYS,2023,2.625955787,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
855,"Overall Score","No Country",MYS,2023,4.123964046,#fdae61,High,Admin,"2024-11-20 10:04:20"
856,"Overall Score","No Country",MYS,2023,3.356354110,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
857,"Overall Score","No Country",NAM,2023,2.161171700,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
858,"Overall Score","No Country",NAM,2023,4.101832083,#fdae61,High,Admin,"2024-11-20 10:04:20"
859,"Overall Score","No Country",NAM,2023,3.106970725,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
860,"Overall Score","No Country",NAM,2023,4.218938173,#fdae61,High,Admin,"2024-11-20 10:04:20"
861,"Overall Score","No Country",NAM,2023,4.066939236,#fdae61,High,Admin,"2024-11-20 10:04:20"
862,"Overall Score","No Country",NER,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
863,"Overall Score","No Country",NER,2023,4.478503195,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
864,"Overall Score","No Country",NER,2023,4.009883494,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
865,"Overall Score","No Country",NER,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
866,"Overall Score","No Country",NER,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
867,"Overall Score","No Country",NGA,2023,4.529906681,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
868,"Overall Score","No Country",NGA,2023,4.558064091,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
869,"Overall Score","No Country",NGA,2023,4.606467397,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
870,"Overall Score","No Country",NGA,2023,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
871,"Overall Score","No Country",NGA,2023,4.999833945,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
872,"Overall Score","No Country",NIC,2023,3.298842349,#fdae61,High,Admin,"2024-11-20 10:04:20"
873,"Overall Score","No Country",NIC,2023,4.030973161,#fdae61,High,Admin,"2024-11-20 10:04:20"
874,"Overall Score","No Country",NIC,2023,3.330834983,#fdae61,High,Admin,"2024-11-20 10:04:20"
875,"Overall Score","No Country",NIC,2023,4.014623851,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
876,"Overall Score","No Country",NIC,2023,3.652588547,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
877,"Overall Score","No Country",NLD,2023,1.228980114,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
878,"Overall Score","No Country",NLD,2023,1.565773022,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
879,"Overall Score","No Country",NLD,2023,1.322363363,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
880,"Overall Score","No Country",NLD,2023,2.897598652,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
881,"Overall Score","No Country",NLD,2023,3.165791448,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
882,"Overall Score","No Country",NOR,2023,1.011913384,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
883,"Overall Score","No Country",NOR,2023,1.741120283,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
884,"Overall Score","No Country",NOR,2023,1.393303011,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
885,"Overall Score","No Country",NOR,2023,2.902193929,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
886,"Overall Score","No Country",NOR,2023,3.447486872,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
887,"Overall Score","No Country",NPL,2023,3.372395842,#fdae61,High,Admin,"2024-11-20 10:04:20"
888,"Overall Score","No Country",NPL,2023,4.242306788,#fdae61,High,Admin,"2024-11-20 10:04:20"
889,"Overall Score","No Country",NPL,2023,3.030231947,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
890,"Overall Score","No Country",NPL,2023,4.338392110,#fdae61,High,Admin,"2024-11-20 10:04:20"
891,"Overall Score","No Country",NPL,2023,3.200038547,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
892,"Overall Score","No Country",NZL,2023,1.121620083,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
893,"Overall Score","No Country",NZL,2023,1.459930967,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
894,"Overall Score","No Country",NZL,2023,1.381589872,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
895,"Overall Score","No Country",NZL,2023,2.922683331,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
896,"Overall Score","No Country",NZL,2023,2.619922413,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
897,"Overall Score","No Country",OMN,2023,2.301407095,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
898,"Overall Score","No Country",OMN,2023,2.592916194,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
899,"Overall Score","No Country",OMN,2023,2.275870677,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
900,"Overall Score","No Country",OMN,2023,4.767856881,#fdae61,High,Admin,"2024-11-20 10:04:20"
901,"Overall Score","No Country",OMN,2023,2.546439851,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
902,"Overall Score","No Country",PAK,2023,4.149228496,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
903,"Overall Score","No Country",PAK,2023,4.477881626,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
904,"Overall Score","No Country",PAK,2023,3.979118827,#d73027,"Very High",Admin,"2024-11-20 10:04:20"
905,"Overall Score","No Country",PAK,2023,4.526785180,#fdae61,High,Admin,"2024-11-20 10:04:20"
906,"Overall Score","No Country",PAK,2023,4.254004955,#fdae61,High,Admin,"2024-11-20 10:04:20"
907,"Overall Score","No Country",PAN,2023,2.785016399,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
908,"Overall Score","No Country",PAN,2023,3.616290590,#a6d96a,Low,Admin,"2024-11-20 10:04:20"
909,"Overall Score","No Country",PAN,2023,3.025118648,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
910,"Overall Score","No Country",PAN,2023,3.643726754,#fee98b,Medium,Admin,"2024-11-20 10:04:20"
911,"Overall Score","No Country",PAN,2023,2.326921101,#1a9850,"Very Low",Admin,"2024-11-20 10:04:20"
